CIK,broad_bnpl_category,candidate_id,candidate_screening_status,candidate_source,candidate_source_url,category_confidence,company_name,detailed_bnpl_category,exchange,manual_review_required,sec_universe_rank,sic_code,sic_description,ticker
0001262039,Electronics & Technology,CTRL_CAND_0011,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,"Fortinet, Inc.",Computers & Tablets,Nasdaq,False,96,3577,"Computer Peripheral Equipment, NEC",FTNT
0000865752,Automotive,CTRL_CAND_0012,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,Monster Beverage Corp,Automotive,Nasdaq,False,122,2086,Bottled & Canned Soft Drinks & Carbonated Waters,MNST
0001690820,Automotive,CTRL_CAND_0013,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,HIGH,CARVANA CO.,Automotive,NYSE,False,130,5500,Retail-Auto Dealers & Gasoline Stations,CVNA
0000089800,Home & Appliances,CTRL_CAND_0014,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,HIGH,SHERWIN WILLIAMS CO,Home Improvement,NYSE,False,144,5200,"Retail-Building Materials, Hardware, Garden Supply",SHW
0000723254,Apparel & Personal Care,CTRL_CAND_0015,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,CINTAS CORP,Clothing & Accessories,Nasdaq,False,146,2320,"Men's & Boys' Furnishgs, Work Clothg, & Allied Garments",CTAS
0000745732,Apparel & Personal Care,CTRL_CAND_0016,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,HIGH,"ROSS STORES, INC.",Clothing & Accessories,Nasdaq,False,149,5651,Retail-Family Clothing Stores,ROST
0001467858,Automotive,CTRL_CAND_0017,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,General Motors Co,Automotive,NYSE,False,153,3711,Motor Vehicles & Passenger Car Bodies,GM
0000898173,Automotive,CTRL_CAND_0018,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,HIGH,O REILLY AUTOMOTIVE INC,Automotive,Nasdaq,False,172,5531,Retail-Auto & Home Supply Stores,ORLY
0000068505,Electronics & Technology,CTRL_CAND_0019,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,"Motorola Solutions, Inc.",Phones & Smartwatches,NYSE,True,173,3663,Radio & Tv Broadcasting & Communications Equipment,MSI
0001585689,Entertainment,CTRL_CAND_0020,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,Hilton Worldwide Holdings Inc.,Gaming & Entertainment,NYSE,True,174,7011,Hotels & Motels,HLT
0000075362,Automotive,CTRL_CAND_0021,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,PACCAR INC,Automotive,Nasdaq,False,178,3711,Motor Vehicles & Passenger Car Bodies,PCAR
0001648416,Automotive,CTRL_CAND_0022,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,Ferrari N.V.,Automotive,NYSE,False,180,3711,Motor Vehicles & Passenger Car Bodies,RACE
0001645590,Electronics & Technology,CTRL_CAND_0023,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,Hewlett Packard Enterprise Co,Computers & Tablets,NYSE,False,186,3570,Computer & office Equipment,HPE
0000037996,Automotive,CTRL_CAND_0024,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,FORD MOTOR CO,Automotive,NYSE,False,196,3711,Motor Vehicles & Passenger Car Bodies,F
0001633978,Electronics & Technology,CTRL_CAND_0025,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,Lumentum Holdings Inc.,Phones & Smartwatches,Nasdaq,True,198,3669,"Communications Equipment, NEC",LITE
0000815556,Home & Appliances,CTRL_CAND_0026,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,HIGH,FASTENAL CO,Home Improvement,Nasdaq,False,205,5200,"Retail-Building Materials, Hardware, Garden Supply",FAST
0000936395,Electronics & Technology,CTRL_CAND_0027,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,CIENA CORP,Phones & Smartwatches,NYSE,True,206,3661,Telephone & Telegraph Apparatus,CIEN
0001650107,Automotive,CTRL_CAND_0028,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,COCA-COLA EUROPACIFIC PARTNERS plc,Automotive,Nasdaq,False,229,2086,Bottled & Canned Soft Drinks & Carbonated Waters,CCEP
0001058090,Entertainment,CTRL_CAND_0029,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,CHIPOTLE MEXICAN GRILL INC,Gaming & Entertainment,NYSE,True,234,5812,Retail-Eating Places,CMG
0001745201,Entertainment,CTRL_CAND_0030,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,Viking Holdings Ltd,Gaming & Entertainment,NYSE,True,237,4400,Water Transportation,VIK
0001900304,Apparel & Personal Care,CTRL_CAND_0031,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,HIGH,Haleon plc,Health & Beauty,NYSE,False,245,2844,"Perfumes, Cosmetics & Other Toilet Preparations",HLN
0001061736,Automotive,CTRL_CAND_0032,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,MEXICAN ECONOMIC DEVELOPMENT INC,Automotive,NYSE,False,246,2086,Bottled & Canned Soft Drinks & Carbonated Waters,FMX
0001041061,Entertainment,CTRL_CAND_0033,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,YUM BRANDS INC,Gaming & Entertainment,NYSE,True,248,5812,Retail-Eating Places,YUM
0000100517,Entertainment,CTRL_CAND_0034,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,"United Airlines Holdings, Inc.",Gaming & Entertainment,Nasdaq,True,269,4512,"Air Transportation, Scheduled",UAL
0000815097,Entertainment,CTRL_CAND_0035,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,Carnival Corp Ltd.,Gaming & Entertainment,NYSE,True,278,4400,Water Transportation,CCL
0001944048,Apparel & Personal Care,CTRL_CAND_0036,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,HIGH,Kenvue Inc.,Health & Beauty,NYSE,False,282,2844,"Perfumes, Cosmetics & Other Toilet Preparations",KVUE
0001002047,Electronics & Technology,CTRL_CAND_0037,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,"NetApp, Inc.",Computers & Tablets,Nasdaq,False,291,3572,Computer Storage Devices,NTAP
0001973266,Entertainment,CTRL_CAND_0038,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,"TKO Group Holdings, Inc.",Gaming & Entertainment,NYSE,False,292,7900,Services-Amusement & Recreation Services,TKO
0001511737,Electronics & Technology,CTRL_CAND_0039,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,Ubiquiti Inc.,Phones & Smartwatches,NYSE,True,298,3663,Radio & Tv Broadcasting & Communications Equipment,UI
0000726958,Automotive,CTRL_CAND_0040,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,HIGH,CASEYS GENERAL STORES INC,Automotive,Nasdaq,False,308,5500,Retail-Auto Dealers & Gasoline Stations,CASY
0000717826,Electronics & Technology,CTRL_CAND_0041,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,ERICSSON LM TELEPHONE CO,Phones & Smartwatches,Nasdaq,True,310,3663,Radio & Tv Broadcasting & Communications Equipment,ERIC
0001038683,Entertainment,CTRL_CAND_0042,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,RYANAIR HOLDINGS PLC,Gaming & Entertainment,Nasdaq,True,321,4512,"Air Transportation, Scheduled",RYAAY
0001834584,Apparel & Personal Care,CTRL_CAND_0043,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,"Coupang, Inc.",Clothing & Accessories,NYSE,True,326,5961,Retail-Catalog & Mail-Order Houses,CPNG
0000900075,Automotive,CTRL_CAND_0044,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,HIGH,COPART INC,Automotive,Nasdaq,False,350,5500,Retail-Auto Dealers & Gasoline Stations,CPRT
0000935703,Apparel & Personal Care,CTRL_CAND_0045,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,"DOLLAR TREE, INC.",Clothing & Accessories,Nasdaq,True,368,5331,Retail-Variety Stores,DLTR
0000858446,Entertainment,CTRL_CAND_0046,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,INTERCONTINENTAL HOTELS GROUP PLC /NEW/,Gaming & Entertainment,NYSE,True,377,7011,Hotels & Motels,IHG
0000940944,Entertainment,CTRL_CAND_0047,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,DARDEN RESTAURANTS INC,Gaming & Entertainment,NYSE,True,386,5812,Retail-Eating Places,DRI
0001048695,Electronics & Technology,CTRL_CAND_0048,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,"F5, INC.",Computers & Tablets,Nasdaq,False,391,3576,Computer Communications Equipment,FFIV
0001874178,Automotive,CTRL_CAND_0049,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,"Rivian Automotive, Inc. / DE",Automotive,Nasdaq,False,397,3711,Motor Vehicles & Passenger Car Bodies,RIVN
0000092380,Entertainment,CTRL_CAND_0050,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,SOUTHWEST AIRLINES CO,Gaming & Entertainment,NYSE,True,404,4512,"Air Transportation, Scheduled",LUV
0000746515,Sports & Leisure,CTRL_CAND_0051,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,Sports & Outdoor,NYSE,False,405,4731,Arrangement of Transportation of Freight & Cargo,EXPD
0000749098,Automotive,CTRL_CAND_0052,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,MAGNA INTERNATIONAL INC,Automotive,NYSE,False,445,3714,Motor Vehicle Parts & Accessories,MGA
0001375365,Electronics & Technology,CTRL_CAND_0053,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,"Super Micro Computer, Inc.",Computers & Tablets,Nasdaq,False,449,3571,Electronic Computers,SMCI
0001043277,Sports & Leisure,CTRL_CAND_0054,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,"C. H. ROBINSON WORLDWIDE, INC.",Sports & Outdoor,Nasdaq,False,461,4731,Arrangement of Transportation of Freight & Cargo,CHRW
0001605484,Automotive,CTRL_CAND_0055,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,Stellantis N.V.,Automotive,NYSE,False,472,3711,Motor Vehicles & Passenger Car Bodies,STLA
0001673358,Entertainment,CTRL_CAND_0056,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,"Yum China Holdings, Inc.",Gaming & Entertainment,NYSE,True,480,5812,Retail-Eating Places,YUMC
0001584509,Entertainment,CTRL_CAND_0057,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,Aramark,Gaming & Entertainment,NYSE,True,509,5812,Retail-Eating Places,ARMK
0001019849,Automotive,CTRL_CAND_0058,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,HIGH,"PENSKE AUTOMOTIVE GROUP, INC.",Automotive,NYSE,False,530,5500,Retail-Auto Dealers & Gasoline Stations,PAG
0001206264,Home & Appliances,CTRL_CAND_0059,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,SOMNIGROUP INTERNATIONAL INC.,Home & Appliances,NYSE,False,543,2510,Household Furniture,SGI
0001289460,Entertainment,CTRL_CAND_0060,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,"Texas Roadhouse, Inc.",Gaming & Entertainment,Nasdaq,True,553,5812,Retail-Eating Places,TXRH
0001319161,Entertainment,CTRL_CAND_0061,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,Warner Music Group Corp.,Gaming & Entertainment,Nasdaq,False,554,7900,Services-Amusement & Recreation Services,WMG
0001791706,Automotive,CTRL_CAND_0062,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,Li Auto Inc.,Automotive,Nasdaq,False,563,3711,Motor Vehicles & Passenger Car Bodies,LI
0001483994,Entertainment,CTRL_CAND_0063,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,H World Group Ltd,Gaming & Entertainment,Nasdaq,True,569,7011,Hotels & Motels,HTHT
0000317540,Automotive,CTRL_CAND_0064,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,"Coca-Cola Consolidated, Inc.",Automotive,Nasdaq,False,595,2086,Bottled & Canned Soft Drinks & Carbonated Waters,COKE
0001810997,Automotive,CTRL_CAND_0065,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,XPENG INC.,Automotive,NYSE,False,597,3711,Motor Vehicles & Passenger Car Bodies,XPEV
0001521332,Automotive,CTRL_CAND_0066,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,Aptiv PLC,Automotive,NYSE,False,611,3714,Motor Vehicle Parts & Accessories,APTV
0001883685,Entertainment,CTRL_CAND_0067,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,DraftKings Inc.,Gaming & Entertainment,Nasdaq,False,622,7990,Services-Miscellaneous Amusement & Recreation,DKNG
0001866581,Entertainment,CTRL_CAND_0068,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,Dutch Bros Inc.,Gaming & Entertainment,NYSE,True,623,5810,Retail-Eating & Drinking Places,BROS
0001573516,Automotive,CTRL_CAND_0069,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,HIGH,Murphy USA Inc.,Automotive,NYSE,False,631,5500,Retail-Auto Dealers & Gasoline Stations,MUSA
0000067347,Automotive,CTRL_CAND_0070,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,MODINE MANUFACTURING CO,Automotive,NYSE,False,648,3714,Motor Vehicle Parts & Accessories,MOD
0001061894,Apparel & Personal Care,CTRL_CAND_0071,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,Gildan Activewear Inc.,Clothing & Accessories,NYSE,False,662,2300,Apparel & Other Finishd Prods of Fabrics & Similar Matl,GIL
0001174922,Entertainment,CTRL_CAND_0072,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,WYNN RESORTS LTD,Gaming & Entertainment,Nasdaq,True,666,7011,Hotels & Motels,WYNN
0001869198,Entertainment,CTRL_CAND_0073,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,"Life Time Group Holdings, Inc.",Gaming & Entertainment,NYSE,False,674,7997,Services-Membership Sports & Recreation Clubs,LTH
0001767582,Entertainment,CTRL_CAND_0074,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,Luckin Coffee Inc.,Gaming & Entertainment,OTC,True,682,5810,Retail-Eating & Drinking Places,LKNCY
0000094845,Apparel & Personal Care,CTRL_CAND_0075,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,LEVI STRAUSS & CO,Clothing & Accessories,NYSE,False,693,2300,Apparel & Other Finishd Prods of Fabrics & Similar Matl,LEVI
0001636519,Entertainment,CTRL_CAND_0076,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,Madison Square Garden Sports Corp.,Gaming & Entertainment,NYSE,False,695,7990,Services-Miscellaneous Amusement & Recreation,MSGS
0001411207,Automotive,CTRL_CAND_0077,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,Allison Transmission Holdings Inc,Automotive,NYSE,False,696,3714,Motor Vehicle Parts & Accessories,ALSN
0000703351,Entertainment,CTRL_CAND_0078,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,"BRINKER INTERNATIONAL, INC",Gaming & Entertainment,NYSE,True,710,5812,Retail-Eating Places,EAT
0001034670,Automotive,CTRL_CAND_0079,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,AUTOLIV INC,Automotive,NYSE,False,716,3714,Motor Vehicle Parts & Accessories,ALV
0000775158,Automotive,CTRL_CAND_0080,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,OSHKOSH CORP,Automotive,NYSE,False,723,3711,Motor Vehicles & Passenger Car Bodies,OSK
0002078416,Entertainment,CTRL_CAND_0081,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,"Liberty Live Holdings, Inc.",Gaming & Entertainment,Nasdaq,False,725,7900,Services-Amusement & Recreation Services,LLYVA
0000913290,Entertainment,CTRL_CAND_0082,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,Frontline plc,Gaming & Entertainment,NYSE,True,726,4412,Deep Sea Foreign Transportation of Freight,FRO
0001023128,Automotive,CTRL_CAND_0083,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,HIGH,LITHIA MOTORS INC,Automotive,NYSE,False,742,5500,Retail-Auto Dealers & Gasoline Stations,LAD
0001513761,Entertainment,CTRL_CAND_0084,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,Norwegian Cruise Line Holdings Ltd.,Gaming & Entertainment,NYSE,True,743,4400,Water Transportation,NCLH
0001639438,Entertainment,CTRL_CAND_0085,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,"CAVA GROUP, INC.",Gaming & Entertainment,NYSE,True,790,5812,Retail-Eating Places,CAVA
0001341766,Automotive,CTRL_CAND_0086,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,"Celsius Holdings, Inc.",Automotive,Nasdaq,False,802,2086,Bottled & Canned Soft Drinks & Carbonated Waters,CELH
0001529192,Apparel & Personal Care,CTRL_CAND_0087,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,Vipshop Holdings Ltd,Clothing & Accessories,NYSE,True,806,5961,Retail-Catalog & Mail-Order Houses,VIPS
0001836833,Electronics & Technology,CTRL_CAND_0088,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,LOW,Planet Labs PBC,Phones & Smartwatches,NYSE,True,809,3663,Radio & Tv Broadcasting & Communications Equipment,PL
0001913510,Automotive,CTRL_CAND_0089,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,VinFast Auto Ltd.,Automotive,Nasdaq,False,812,3711,Motor Vehicles & Passenger Car Bodies,VFS
0001878057,Entertainment,CTRL_CAND_0090,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,MEDIUM,Super Group (SGHC) Ltd,Gaming & Entertainment,NYSE,False,820,7990,Services-Miscellaneous Amusement & Recreation,SGHC
0001316835,Home & Appliances,CTRL_CAND_0091,candidate_pool,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,HIGH,"Builders FirstSource, Inc.",Home Improvement,NYSE,False,823,5211,Retail-Lumber & Other Building Materials Dealers,BLDR
